Id,Name,Type,Rate,Total,Order
800,Nadia,F,752,2170206,705
801,Sutton,F,750,2170956,812
802,Carolina,F,749,2171705,945
803,Matthias,M,749,2172454,406
804,Skye,F,749,2173203,226
805,Alicia,F,748,2173951,633
806,Regina,F,748,2174699,228
807,Viviana,F,748,2175447,177
808,Yaretzi,F,748,2176195,730
809,Conor,M,747,2176942,959
810,Sterling,M,746,2177688,986
811,Dax,M,745,2178433,865
812,Grady,M,745,2179178,130
813,Cyrus,M,744,2179922,972
814,Heaven,F,743,2180665,453
815,Serena,F,743,2181408,52
816,Gage,M,742,2182150,849
817,Raven,F,740,2182890,975
818,Emely,F,739,2183629,330
819,Carmen,F,738,2184367,277
820,Leland,M,738,2185105,672
821,Wren,F,738,2185843,411
822,Helen,F,737,2186580,276
823,Solomon,M,737,2187317,320
824,Emanuel,M,736,2188053,58
825,Niko,M,736,2188789,153
826,Charleigh,F,735,2189524,854
827,Ruben,M,735,2190259,452
828,Kasen,M,734,2190993,419
829,Mathias,M,734,2191727,811
830,Danielle,F,733,2192460,500
831,Daphne,F,733,2193193,503
832,Esme,F,733,2193926,312
833,Kashton,M,733,2194659,846
834,Nayeli,F,733,2195392,888
835,Franklin,M,732,2196124,649
836,Maddison,F,732,2196856,848
837,Remy,M,732,2197588,184
838,Sarai,F,725,2198313,241
839,Shane,M,725,2199038,145
840,Kendrick,M,716,2199754,834
841,Frances,F,715,2200469,574
842,Shawn,M,714,2201183,891
843,Otto,M,713,2201896,72
844,Armani,M,712,2202608,892
845,Keegan,M,711,2203319,147
846,Elisa,F,710,2204029,803
847,Finnegan,M,709,2204738,987
848,Mabel,F,709,2205447,519
849,Skyler,F,709,2206156,576
850,Memphis,M,707,2206863,648
851,Bowen,M,706,2207569,651
852,Dominick,M,705,2208274,756
853,Kolton,M,704,2208978,534
854,Jenna,F,703,2209681,175
855,Emelia,F,699,2210380,375
856,Jamison,M,698,2211078,590
857,Kaitlyn,F,696,2211774,719
858,Miranda,F,696,2212470,561
859,Allen,M,695,2213165,131
860,Marlee,F,694,2213859,364
861,Philip,M,693,2214552,851
862,Tate,M,693,2215245,169
863,Matilda,F,690,2215935,954
864,Selah,F,690,2216625,832
865,Jolene,F,688,2217313,332
866,Wynter,F,688,2218001,199
867,Hattie,F,687,2218688,746
868,Jase,M,686,2219374,370
869,Rhys,M,686,2220060,437
870,Kyson,M,685,2220745,379
871,Adan,M,684,2221429,762
872,Bianca,F,682,2222111,66
873,Esteban,M,682,2222793,780
874,Haley,F,681,2223474,955
875,Dalton,M,679,2224153,735
876,Gianni,M,679,2224832,737
877,Lorelei,F,679,2225511,451
878,Mira,F,679,2226190,366
879,Braelynn,F,677,2226867,611
880,Annalise,F,676,2227543,257
881,Madelynn,F,676,2228219,142
882,Katie,F,674,2228893,703
883,Palmer,F,672,2229565,790
884,Aylin,F,671,2230236,750
885,Kyla,F,669,2230905,791
886,Avianna,F,668,2231573,146
887,Callum,M,668,2232241,554
888,Liana,F,665,2232906,143
889,Shiloh,F,665,2233571,192
890,Kalani,F,664,2234235,905
891,Jada,F,663,2234898,623
892,Kelsey,F,661,2235559,154
893,Elianna,F,659,2236218,562
894,Jimena,F,659,2236877,538
895,Milan,M,659,2237536,819
896,Moises,M,659,2238195,722
897,Kora,F,658,2238853,483
898,Jonas,M,655,2239508,251
899,Kamryn,F,655,2240163,422
900,Uriel,M,655,2240818,152
901,Ainsley,F,654,2241472,266
902,Colson,M,654,2242126,49
903,Marcos,M,654,2242780,29
904,Averie,F,652,2243432,8
905,Kensley,F,652,2244084,808
906,Helena,F,651,2244735,365
907,Zaiden,M,651,2245386,231
908,Hank,M,649,2246035,106
909,Holly,F,649,2246684,171
910,Emory,F,648,2247332,285
911,Macie,F,648,2247980,903
912,Amber,F,647,2248627,92
913,Damon,M,647,2249274,126
914,Zariah,F,646,2249920,928
915,Erin,F,644,2250564,704
916,Eve,F,644,2251208,429
917,Hugo,M,644,2251852,996
918,Kathryn,F,644,2252496,647
919,Ronin,M,644,2253140,751
920,Royal,M,644,2253784,371
921,Renata,F,643,2254427,521
922,Kayleigh,F,641,2255068,149
923,Emmy,F,639,2255707,606
924,Celine,F,638,2256345,358
925,Francesca,F,636,2256981,934
926,Kamden,M,636,2257617,914
927,Fernanda,F,634,2258251,84
928,April,F,633,2258884,476
929,Dexter,M,633,2259517,575
930,Luciano,M,632,2260149,386
931,Alonzo,M,631,2260780,776
932,Augustus,M,631,2261411,543
933,Kamari,M,631,2262042,363
934,Roberto,M,629,2262671,59
935,Shelby,F,629,2263300,35
936,Poppy,F,628,2263928,785
937,Colette,F,626,2264554,822
938,Meadow,F,626,2265180,88
939,Nia,F,626,2265806,380
940,Sierra,F,626,2266432,302
941,Cheyenne,F,624,2267056,151
942,Edith,F,623,2267679,20
943,Oaklynn,F,620,2268299,219
944,Kennedi,F,619,2268918,857
945,Abby,F,618,2269536,567
946,Baker,M,618,2270154,433
947,Danna,F,618,2270772,55
948,Jazlyn,F,618,2271390,667
949,Alessia,F,617,2272007,396
950,Mikayla,F,617,2272624,378
951,Alondra,F,616,2273240,772
952,Bruce,M,616,2273856,339
953,Kian,M,616,2274472,763
954,Addilyn,F,614,2275086,16
955,Albert,M,614,2275700,884
956,Frederick,M,613,2276313,504
957,Leona,F,612,2276925,275
958,Mckinley,F,612,2277537,12
959,Mohamed,M,611,2278148,367
960,Abram,M,608,2278756,840
961,Maren,F,608,2279364,823
962,Omari,M,608,2279972,718
963,Porter,M,608,2280580,167
964,Enrique,M,605,2281185,881
965,Sylvia,F,605,2281790,21
966,Alijah,M,603,2282393,621
967,Francis,M,603,2282996,559
968,Leonidas,M,603,2283599,261
969,Zachariah,M,603,2284202,221
970,Alejandra,F,598,2284800,734
971,Ariya,F,597,2285397,111
972,Astrid,F,597,2285994,525
973,Adrianna,F,596,2286590,542
974,Charli,F,593,2287183,362
975,Landen,M,593,2287776,300
976,Imani,F,592,2288368,495
977,Maryam,F,592,2288960,338
978,Christina,F,590,2289550,181
979,Wilder,M,590,2290140,272
980,Apollo,M,589,2290729,946
981,Santino,M,588,2291317,398
982,Pierce,M,587,2291904,906
983,Stevie,F,585,2292489,91
984,Maia,F,584,2293073,268
985,Adelina,F,582,2293655,642
986,Forrest,M,582,2294237,214
987,Dream,F,581,2294818,665
988,Corey,M,579,2295397,421
989,Derrick,M,578,2295975,518
990,Isaias,M,578,2296553,252
991,Kaison,M,575,2297128,765
992,Kieran,M,575,2297703,280
993,Aisha,F,574,2298277,885
994,Alanna,F,574,2298851,916
995,Itzel,F,574,2299425,342
996,Arjun,M,573,2299998,242
997,Gunnar,M,572,2300570,507
998,Rocco,M,572,2301142,725
999,Azalea,F,571,2301713,115
1000,Katelyn,F,571,2302284,1537
1001,Kylee,F,570,2302854,1032
1002,Leslie,F,570,2303424,1121
1003,Emmitt,M,569,2303993,1538
1004,Madilynn,F,569,2304562,1289
1005,Myra,F,568,2305130,1959
1006,Abdiel,M,567,2305697,1867
1007,Virginia,F,567,2306264,1186
1008,Braylen,M,566,2306830,1603
1009,Hanna,F,565,2307395,1437
1010,Maximilian,M,565,2307960,1018
1011,Aleah,F,564,2308524,1469
1012,Jaliyah,F,564,2309088,1390
1013,Antonella,F,563,2309651,1161
1014,Aviana,F,561,2310212,1703
1015,Phillip,M,561,2310773,1129
1016,Benson,M,560,2311333,1039
1017,Cannon,M,557,2311890,1016
1018,Deacon,M,557,2312447,1299
1019,Dorian,M,557,2313004,1213
1020,Chelsea,F,556,2313560,1776
1021,Asa,M,555,2314115,1447
1022,Cecelia,F,555,2314670,1233
1023,Alia,F,554,2315224,1258
1024,Mae,F,554,2315778,1287
1025,Cadence,F,553,2316331,1041
1026,Moses,M,553,2316884,1684
1027,Emberly,F,552,2317436,1796
1028,Ayaan,M,551,2317987,1631
1029,Jayson,M,551,2318538,1868
1030,Raul,M,550,2319088,1961
1031,Briggs,M,549,2319637,1574
1032,Armando,M,548,2320185,1495
1033,Charley,F,548,2320733,1919
1034,Janelle,F,548,2321281,1290
1035,Nikolai,M,548,2321829,1976
1036,Cassius,M,547,2322376,1407
1037,Drew,M,547,2322923,1727
1038,Mallory,F,546,2323469,1774
1039,Rodrigo,M,546,2324015,1189
1040,Kaliyah,F,545,2324560,1055
1041,Elaine,F,544,2325104,1001
1042,Gloria,F,544,2325648,1215
1043,Jayleen,F,543,2326191,1896
1044,Lorelai,F,543,2326734,1065
1045,Malaysia,F,543,2327277,1475
1046,Bethany,F,542,2327819,1274
1047,Briana,F,542,2328361,1270
1048,Raphael,M,542,2328903,1103
1049,Beatrice,F,541,2329444,1314
1050,Danny,M,541,2329985,1286
1051,Dorothy,F,540,2330525,1904
1052,Rosie,F,540,2331065,1730
1053,Conrad,M,539,2331604,1573
1054,Moshe,M,539,2332143,1020
1055,Zyaire,M,539,2332682,1022
1056,Jemma,F,538,2333220,1465
1057,Julio,M,537,2333757,1499
1058,Casey,M,536,2334293,1008
1059,Noa,F,536,2334829,1750
1060,Ronald,M,536,2335365,1965
1061,Scott,M,536,2335901,1003
1062,Callan,M,535,2336436,1370
1063,Carly,F,535,2336971,1940
1064,Roland,M,535,2337506,1973
1065,Saul,M,535,2338041,1212
1066,Jalen,M,533,2338574,1801
1067,Brycen,M,531,2339105,1591
1068,Mariam,F,531,2339636,1429
1069,Anne,F,530,2340166,1754
1070,Karina,F,529,2340695,1772
1071,Ryland,M,529,2341224,1529
1072,Emmalyn,F,528,2341752,1307
1073,Ivory,F,528,2342280,1594
1074,Ivanna,F,527,2342807,1130
1075,Jamie,F,527,2343334,1645
1076,Lawrence,M,527,2343861,1040
1077,Davis,M,526,2344387,1106
1078,Kara,F,526,2344913,1905
1079,Aitana,F,525,2345438,1087
1080,Rowen,M,525,2345963,1671
1081,Jayda,F,524,2346487,1426
1082,Justice,F,524,2347011,1677
1083,Meredith,F,524,2347535,1540
1084,Zain,M,524,2348059,1899
1085,Briar,F,523,2348582,1804
1086,Skyla,F,523,2349105,1399
1087,Khaleesi,F,522,2349627,1329
1088,Dayana,F,520,2350147,1823
1089,Julieta,F,520,2350667,1167
1090,Ermias,M,519,2351186,1281
1091,Katalina,F,519,2351705,1623
1092,Jaime,M,518,2352223,1938
1093,Kendra,F,518,2352741,1680
1094,Oaklyn,F,518,2353259,1831
1095,Ashlyn,F,516,2353775,1025
1096,Duke,M,516,2354291,1122
1097,Stetson,M,515,2354806,1999
1098,Alec,M,514,2355320,1939
1099,Yusuf,M,514,2355834,1825
1100,Case,M,513,2356347,1094
1101,Jazmin,F,513,2356860,1012
1102,Trenton,M,512,2357372,1865
1103,Kyra,F,511,2357883,1555
1104,Callen,M,509,2358392,1766
1105,Angelica,F,508,2358900,1312
1106,Jasiah,M,508,2359408,1364
1107,Zahra,F,508,2359916,1414
1108,Johanna,F,507,2360423,1225
1109,Soren,M,507,2360930,1859
1110,Dennis,M,506,2361436,1449
1111,Donald,M,506,2361942,1320
1112,Keith,M,506,2362448,1279
1113,Macy,F,506,2362954,1197
1114,Izaiah,M,505,2363459,1408
1115,Monroe,F,505,2363964,1534
1116,Kimber,F,503,2364467,1915
1117,Henley,F,501,2364968,1373
1118,Lewis,M,501,2365469,1326
1119,Karsyn,F,500,2365969,1070
1120,Kylan,M,500,2366469,1482
1121,Kobe,M,499,2366968,1273
1122,Lyanna,F,499,2367467,1960
1123,Lilian,F,498,2367965,1827
1124,Makai,M,498,2368463,1297
1125,Amalia,F,497,2368960,1587
1126,Nola,F,497,2369457,1038
1127,Rayan,M,497,2369954,1539
1128,Dior,F,496,2370450,1651
1129,Ford,M,496,2370946,1075
1130,Aleena,F,495,2371441,1650
1131,Zaire,M,494,2371935,1280
1132,Landyn,M,493,2372428,1228
1133,Megan,F,493,2372921,1372
1134,Roy,M,493,2373414,1428
1135,Michaela,F,492,2373906,1519
1136,Amirah,F,490,2374396,1706
1137,Cassandra,F,490,2374886,1852
1138,Melany,F,490,2375376,1131
1139,Bo,M,489,2375865,1109
1140,Chris,M,489,2376354,1793
1141,Jamari,M,489,2376843,1711
1142,Legacy,F,489,2377332,1610
1143,Reyna,F,488,2377820,1441
1144,Alma,F,487,2378307,1910
1145,Ares,M,486,2378793,1059
1146,Mohammad,M,486,2379279,1455
1147,Darius,M,485,2379764,1845
1148,Emmie,F,485,2380249,1185
1149,Melina,F,484,2380733,1808
1150,Siena,F,484,2381217,1720
1151,Drake,M,483,2381700,1332
1152,Tripp,M,483,2382183,1950
1153,Marcelo,M,482,2382665,1705
1154,Samson,M,482,2383147,1105
1155,Dustin,M,481,2383628,1775
1156,Layton,M,480,2384108,1472
1157,Priscilla,F,480,2384588,1786
1158,Gerardo,M,479,2385067,1822
1159,Johan,M,479,2385546,1563
1160,Kaysen,M,479,2386025,1067
1161,Keaton,M,479,2386504,1450
1162,Ashlynn,F,478,2386982,1981
1163,Savanna,F,478,2387460,1944
1164,Sloan,F,478,2387938,1743
1165,Reece,M,477,2388415,1453
1166,Tiana,F,477,2388892,1554
1167,Aubrie,F,476,2389368,1098
1168,Coraline,F,476,2389844,1108
1169,Reina,F,476,2390320,1100
1170,Chandler,M,475,2390795,1988
1171,Lucca,M,475,2391270,1409
1172,Mack,M,474,2391744,1060
1173,Allyson,F,473,2392217,1516
1174,Baylor,M,473,2392690,1367
1175,Kannon,M,473,2393163,1966
1176,Kaydence,F,472,2393635,1120
1177,Sasha,F,472,2394107,1745
1178,Julie,F,471,2394578,1231
1179,Marvin,M,470,2395048,1941
1180,Huxley,M,469,2395517,1460
1181,Nixon,M,469,2395986,1145
1182,Alexia,F,466,2396452,1588
1183,Tony,M,466,2396918,1389
1184,Cason,M,465,2397383,1413
1185,Mauricio,M,465,2397848,1541
1186,Quentin,M,465,2398313,1113
1187,Irene,F,464,2398777,1681
1188,Edison,M,463,2399240,1191
1189,Quincy,M,463,2399703,1768
1190,Marilyn,F,462,2400165,1577
1191,Ahmed,M,461,2400626,1164
1192,Finnley,M,460,2401086,1514
1193,Greta,F,459,2401545,1381
1194,Braelyn,F,458,2402003,1956
1195,Emerie,F,457,2402460,1369
1196,Gustavo,M,457,2402917,1226
1197,Lylah,F,455,2403372,1378
1198,Nalani,F,454,2403826,1770
1199,Brock,M,453,2404279,1869
1200,Monica,F,453,2404732,1007
1201,Ahmad,M,452,2405184,1327
1202,Aileen,F,451,2405635,1713
1203,Kyree,M,451,2406086,1943
1204,Lauryn,F,451,2406537,1147
1205,Arturo,M,450,2406987,1710
1206,Anahi,F,449,2407436,1761
1207,Aurelia,F,449,2407885,1333
1208,Nikolas,M,449,2408334,1510
1209,Boston,M,448,2408782,1814
1210,Kassidy,F,448,2409230,1293
1211,Rayna,F,448,2409678,1922
1212,Sincere,M,448,2410126,1029
1213,Alessandro,M,447,2410573,1350
1214,Romina,F,447,2411020,1037
1215,Lillie,F,446,2411466,1091
1216,Marie,F,446,2411912,1507
1217,Rosa,F,446,2412358,1259
1218,Saige,F,446,2412804,1597
1219,Bonnie,F,445,2413249,1557
1220,Kelly,F,445,2413694,1163
1221,Xiomara,F,445,2414139,1648
1222,Annabella,F,444,2414583,1168
1223,Braylon,M,443,2415026,1071
1224,Colby,M,443,2415469,1112
1225,Leonard,M,442,2415911,1288
1226,Ridge,M,442,2416353,1444
1227,Avah,F,441,2416794,1442
1228,Lacey,F,441,2417235,1398
1229,Trey,M,441,2417676,1466
1230,Aden,M,440,2418116,1219
1231,Anya,F,440,2418556,1593
1232,Leandro,M,440,2418996,1856
1233,Liberty,F,440,2419436,1339
1234,Sam,M,440,2419876,1575
1235,Uriah,M,440,2420316,1608
1236,Ty,M,439,2420755,1689
1237,Karen,F,438,2421193,1264
1238,Mercy,F,437,2421630,1924
1239,Sylas,M,437,2422067,1058
1240,Axton,M,436,2422503,1698
1241,Issac,M,435,2422938,1295
1242,Zelda,F,434,2423372,1765
1243,Baylee,F,433,2423805,1250
1244,Chaya,F,433,2424238,1800
1245,Fletcher,M,433,2424671,1732
1246,Julien,M,433,2425104,1830
1247,Kenna,F,432,2425536,1068
1248,Roselyn,F,432,2425968,1184
1249,Wells,M,432,2426400,1256
1250,Alden,M,431,2426831,1881
1251,Liv,F,431,2427262,1604
1252,Mara,F,431,2427693,1082
1253,Vihaan,M,431,2428124,1647
1254,Ensley,F,430,2428554,1478
1255,Jamir,M,430,2428984,1851
1256,Malani,F,430,2429414,1422
1257,Malaya,F,430,2429844,1302
1258,Valentino,M,429,2430273,1045
1259,Hadassah,F,428,2430701,1549
1260,Lyra,F,428,2431129,1954
1261,Adley,F,427,2431556,1010
1262,Galilea,F,427,2431983,1318
1263,Jaylah,F,427,2432410,1697
1264,Shepherd,M,427,2432837,1740
1265,Keanu,M,426,2433263,1397
1266,Hezekiah,M,425,2433688,1612
1267,Karla,F,425,2434113,1272
1268,Lionel,M,425,2434538,1858
1269,Nala,F,425,2434963,1073
1270,Opal,F,424,2435387,1785
1271,Aliza,F,423,2435810,1781
1272,Kohen,M,423,2436233,1451
1273,Milena,F,423,2436656,1891
1274,Zaid,M,423,2437079,1313
1275,Ailani,F,422,2437501,1331
1276,Alberto,M,422,2437923,1635
1277,Louisa,F,422,2438345,1566
1278,Mina,F,422,2438767,1953
1279,Neil,M,422,2439189,1655
1280,Kairi,F,421,2439610,1722
1281,Clementine,F,420,2440030,1654
1282,Louise,F,420,2440450,1718
1283,Maleah,F,420,2440870,1433
1284,Denver,M,419,2441289,1582
1285,Aarav,M,418,2441707,1062
1286,Brendan,M,418,2442125,1301
1287,Dillon,M,418,2442543,1049
1288,Janiyah,F,418,2442961,1187
1289,Koda,M,418,2443379,1253
1290,Marina,F,417,2443796,1135
1291,Anika,F,416,2444212,1784
1292,Kingsley,M,416,2444628,1847
1293,Julissa,F,415,2445043,1354
1294,Sonny,M,415,2445458,1093
1295,Alfredo,M,414,2445872,1239
1296,Bailee,F,414,2446286,1298
1297,Hayley,F,414,2446700,1729
1298,Jessie,F,414,2447114,1317
1299,Laney,F,414,2447528,1292
1300,Wilson,M,414,2447942,1234
1301,Eileen,F,413,2448355,1836
1302,Faye,F,413,2448768,1819
1303,Harry,M,413,2449181,1963
1304,Jaziel,M,413,2449594,1663
1305,Kynlee,F,413,2450007,1443
1306,Tiffany,F,413,2450420,1128
1307,Lara,F,412,2450832,1316
1308,Angie,F,411,2451243,1124
1309,Salvador,M,411,2451654,1411
1310,Joelle,F,410,2452064,1708
1311,Rhea,F,409,2452473,1227
1312,Cullen,M,408,2452881,1985
1313,Hamza,M,407,2453288,1686
1314,Calliope,F,406,2453694,1739
1315,Dariel,M,406,2454100,1097
1316,Rex,M,406,2454506,1691
1317,Jazmine,F,405,2454911,1561
1318,Zeke,M,403,2455314,1792
1319,Amani,F,401,2455715,1171
1320,Haylee,F,401,2456116,1338
1321,Aliana,F,400,2456516,1456
1322,Mohammed,M,400,2456916,1276
1323,Nelson,M,400,2457316,1795
1324,Boone,M,399,2457715,1470
1325,Ricky,M,399,2458114,1763
1326,Santana,M,399,2458513,1214
1327,Cayson,M,398,2458911,1518
1328,Lance,M,398,2459309,1246
1329,Leyla,F,398,2459707,1530
1330,Raylan,M,398,2460105,1308
1331,Jolie,F,397,2460502,1620
1332,Kinslee,F,397,2460899,1445
1333,Lucian,M,397,2461296,1057
1334,Ryann,F,397,2461693,1178
1335,Simone,F,397,2462090,1820
1336,Eliel,M,396,2462486,1081
1337,Alvin,M,395,2462881,1828
1338,Treasure,F,395,2463276,1893
1339,Alora,F,394,2463670,1077
1340,Olivia,F,394,2464064,1368
1341,Rebekah,F,394,2464458,1933
1342,Mikaela,F,392,2464850,1355
1343,Jagger,M,391,2465241,1034
1344,Lina,F,391,2465632,1118
1345,Harmoni,F,390,2466022,1886
1346,Yareli,F,390,2466412,1266
1347,Giuliana,F,389,2466801,1391
1348,Lea,F,388,2467189,1930
1349,Braden,M,387,2467576,1180
1350,Harlee,F,387,2467963,1004
1351,Curtis,M,385,2468348,1787
1352,Elyse,F,385,2468733,1736
1353,Frida,F,385,2469118,1296
1354,Mathew,M,385,2469503,1980
1355,Blaire,F,384,2469887,1439
1356,Aya,F,383,2470270,1311
1357,Laurel,F,383,2470653,1568
1358,Meghan,F,383,2471036,1882
1359,Pearl,F,383,2471419,1668
1360,Zaylee,F,383,2471802,1704
1361,Alena,F,382,2472184,1083
1362,Holland,F,382,2472566,1489
1363,Jimmy,M,382,2472948,1353
1364,Kareem,M,382,2473330,1199
1365,Archie,M,381,2473711,1964
1366,Bria,F,381,2474092,1931
1367,Rayne,F,381,2474473,1480
1368,Amos,M,380,2474853,1341
1369,Bridget,F,380,2475233,1030
1370,Quinton,M,380,2475613,1773
1371,Zariyah,F,380,2475993,1026
1372,Kori,F,379,2476372,1386
1373,Frankie,F,378,2476750,1601
1374,Yosef,M,378,2477128,1432
1375,Bodie,M,377,2477505,1182
1376,Clarissa,F,377,2477882,1345
1377,Jerry,M,377,2478259,1562
1378,Langston,M,377,2478636,1700
1379,Axl,M,375,2479011,1952
1380,Brylee,F,375,2479386,1236
1381,Davina,F,375,2479761,1626
1382,Rivka,F,375,2480136,1325
1383,Stanley,M,375,2480511,1139
1384,Clay,M,374,2480885,1957
1385,Cynthia,F,373,2481258,1179
1386,Zaria,F,373,2481631,1694
1387,Douglas,M,372,2482003,1576
1388,Layne,M,372,2482375,1028
1389,Madalyn,F,372,2482747,1111
1390,Paula,F,372,2483119,1508
1391,Salem,F,372,2483491,1977
1392,Titan,M,372,2483863,1870
1393,Tomas,M,372,2484235,1996
1394,Houston,M,371,2484606,1900
1395,Amelie,F,370,2484976,1474
1396,Darren,M,370,2485346,1255
1397,Madisyn,F,370,2485716,1935
1398,Vienna,F,370,2486086,1252
1399,Haisley,F,369,2486455,1323
1400,Lachlan,M,369,2486824,1906
1401,Ainhoa,F,367,2487191,1513
1402,Journi,F,367,2487558,1137
1403,Kase,M,367,2487925,1159
1404,Oaklee,F,367,2488292,1440
1405,Korbin,M,366,2488658,1872
1406,Livia,F,366,2489024,1838
1407,Miley,F,365,2489389,1485
1408,Adele,F,364,2489753,1571
1409,Amaia,F,364,2490117,1984
1410,Yara,F,362,2490479,1183
1411,Averi,F,361,2490840,1644
1412,Joziah,M,361,2491201,1484
1413,Samir,M,360,2491561,1982
1414,Watson,M,360,2491921,1583
1415,Colten,M,359,2492280,1997
1416,Emmeline,F,359,2492639,1210
1417,Kyleigh,F,359,2492998,1558
1418,Princess,F,359,2493357,1050
1419,Roger,M,359,2493716,1174
1420,Penny,F,358,2494074,1967
1421,Tommy,M,358,2494432,1726
1422,Sariyah,F,357,2494789,1978
1423,Amayah,F,356,2495145,1777
1424,Crystal,F,356,2495501,1023
1425,Mitchell,M,356,2495857,1417
1426,Keyla,F,355,2496212,1157
1427,Lilyana,F,355,2496567,1991
1428,Linda,F,355,2496922,1721
1429,Aniya,F,354,2497276,1509
1430,Azariah,M,354,2497630,1344
1431,Marianna,F,354,2497984,1528
1432,Noe,M,354,2498338,1421
1433,Talon,M,354,2498692,1244
1434,Alaiya,F,353,2499045,1949
1435,Deandre,M,353,2499398,1138
1436,Lochlan,M,353,2499751,1861
1437,Noemi,F,353,2500104,1114
1438,Chanel,F,352,2500456,1328
1439,Estella,F,352,2500808,1230
1440,Isabela,F,352,2501160,1158
1441,Jillian,F,352,2501512,1883
1442,Kallie,F,352,2501864,1043
1443,Ellianna,F,350,2502214,1632
1444,Elsa,F,350,2502564,1423
1445,Itzayana,F,350,2502914,1778
1446,Joe,M,350,2503264,1556
1447,Carmelo,M,349,2503613,1643
1448,Otis,M,349,2503962,1347
1449,Zora,F,349,2504311,1709
1450,Estelle,F,348,2504659,1857
1451,Randy,M,348,2505007,1117
1452,Chana,F,347,2505354,1812
1453,Raina,F,347,2505701,1653
1454,Sunny,F,347,2506048,1599
1455,Estrella,F,346,2506394,1321
1456,Martha,F,346,2506740,1356
1457,Byron,M,345,2507085,1206
1458,Ellen,F,345,2507430,1818
1459,Kailey,F,345,2507775,1580
1460,Maxine,F,345,2508120,1994
1461,Chaim,M,344,2508464,1459
1462,Clare,F,342,2508806,1805
1463,Devon,M,342,2509148,1336
1464,Nathanael,M,342,2509490,1810
1465,Teresa,F,342,2509832,1802
